Date|price|Откр.|Макс.|Мин.|Изм.%
11.06.2021|90.620|90.620|90.620|90.620|-2.13%
14.06.2021|90.120|90.120|90.120|90.120|-0.55%
15.06.2021|92.590|92.590|92.590|92.590|2.74%
16.06.2021|100.000|100.000|100.000|100.000|8.00%
17.06.2021|90.120|90.120|90.120|90.120|-9.88%
18.06.2021|90.130|90.130|90.130|90.130|0.01%
21.06.2021|90.140|90.140|90.140|90.140|0.01%
22.06.2021|90.140|90.140|90.140|90.140|0.00%
23.06.2021|89.150|89.150|89.150|89.150|-1.10%
24.06.2021|88.160|88.160|88.160|88.160|-1.11%
25.06.2021|88.160|88.160|88.160|88.160|0.00%
28.06.2021|88.160|88.160|88.160|88.160|0.00%
29.06.2021|88.160|88.160|88.160|88.160|0.00%
30.06.2021|88.160|88.160|88.160|88.160|0.00%
01.07.2021|86.190|86.190|86.190|86.190|-2.23%
02.07.2021|86.190|86.190|86.190|86.190|0.00%
05.07.2021|86.190|86.190|86.190|86.190|0.00%
06.07.2021|86.190|86.190|86.190|86.190|0.00%
07.07.2021|86.190|86.190|86.190|86.190|0.00%
08.07.2021|86.190|86.190|86.190|86.190|0.00%
09.07.2021|86.180|86.180|86.180|86.180|-0.01%
12.07.2021|86.190|86.190|86.190|86.190|0.01%
13.07.2021|86.190|86.190|86.190|86.190|0.00%
14.07.2021|86.190|86.190|86.190|86.190|0.00%
15.07.2021|86.190|86.190|86.190|86.190|0.00%
16.07.2021|86.180|86.180|86.180|86.180|-0.01%
19.07.2021|86.190|86.190|86.190|86.190|0.01%
20.07.2021|89.640|89.640|89.640|89.640|4.00%
21.07.2021|89.640|89.640|89.640|89.640|0.00%
22.07.2021|87.170|87.170|87.170|87.170|-2.76%
23.07.2021|87.170|87.170|87.170|87.170|0.00%
26.07.2021|87.170|87.170|87.170|87.170|0.00%
27.07.2021|87.170|87.170|87.170|87.170|0.00%
28.07.2021|87.170|87.170|87.170|87.170|0.00%
29.07.2021|87.170|87.170|87.170|87.170|0.00%
30.07.2021|86.190|86.190|86.190|86.190|-1.12%
02.08.2021|86.190|86.190|86.190|86.190|0.00%
03.08.2021|84.210|84.210|84.210|84.210|-3.20%
04.08.2021|84.210|84.210|84.210|84.210|0.00%
05.08.2021|-19.799|-19.799|-19.799|-19.799|-0.14%
06.08.2021|-19.851|-19.851|-19.851|-19.851|0.26%
09.08.2021|-19.733|-19.733|-19.733|-19.733|-0.59%
10.08.2021|-19.626|-19.626|-19.626|-19.626|-0.54%
11.08.2021|-19.630|-19.630|-19.630|-19.630|0.02%
12.08.2021|-19.610|-19.610|-19.610|-19.610|-0.10%
13.08.2021|-19.608|-19.608|-19.608|-19.608|-0.01%
16.08.2021|-19.601|-19.601|-19.601|-19.601|-0.04%
17.08.2021|-19.586|-19.586|-19.586|-19.586|-0.08%
18.08.2021|-19.572|-19.572|-19.572|-19.572|-0.07%
19.08.2021|-19.523|-19.523|-19.523|-19.523|-0.25%
20.08.2021|-19.511|-19.511|-19.511|-19.511|-0.06%
23.08.2021|-19.558|-19.558|-19.558|-19.558|0.24%
24.08.2021|-19.620|-19.620|-19.620|-19.620|0.32%
25.08.2021|-19.680|-19.680|-19.680|-19.680|0.31%
26.08.2021|-19.680|-19.680|-19.680|-19.680|0.00%
27.08.2021|-19.675|-19.675|-19.675|-19.675|-0.03%
30.08.2021|-19.674|-19.674|-19.674|-19.674|-0.01%
01.09.2021|78.270|78.270|78.270|78.270|-5.94%
02.09.2021|78.270|78.270|78.270|78.270|0.00%
03.09.2021|78.270|78.270|78.270|78.270|0.00%
06.09.2021|77.280|77.280|77.280|77.280|-1.26%
07.09.2021|78.270|78.270|78.270|78.270|1.28%
08.09.2021|78.270|78.270|78.270|78.270|0.00%
09.09.2021|78.270|78.270|78.270|78.270|0.00%
10.09.2021|78.270|78.270|78.270|78.270|0.00%
13.09.2021|77.280|77.280|77.280|77.280|-1.26%
14.09.2021|77.280|77.280|77.280|77.280|0.00%
15.09.2021|77.280|77.280|77.280|77.280|0.00%
16.09.2021|77.280|77.280|77.280|77.280|0.00%
17.09.2021|77.280|77.280|77.280|77.280|0.00%
20.09.2021|85.260|85.260|85.260|85.260|10.33%
21.09.2021|85.250|85.250|85.250|85.250|-0.01%
22.09.2021|85.260|85.260|85.260|85.260|0.01%
23.09.2021|85.250|85.250|85.250|85.250|-0.01%
24.09.2021|85.250|85.250|85.250|85.250|0.00%
27.09.2021|86.200|86.200|86.200|86.200|1.11%
28.09.2021|87.180|87.180|87.180|87.180|1.14%
29.09.2021|89.160|89.160|89.160|89.160|2.27%
30.09.2021|88.170|88.170|88.170|88.170|-1.11%
01.10.2021|88.180|88.180|88.180|88.180|0.01%
04.10.2021|88.170|88.170|88.170|88.170|-0.01%
05.10.2021|90.140|90.140|90.140|90.140|2.23%
06.10.2021|90.140|90.140|90.140|90.140|0.00%
07.10.2021|90.140|90.140|90.140|90.140|0.00%
08.10.2021|87.180|87.180|87.180|87.180|-3.28%
11.10.2021|87.180|87.180|87.180|87.180|0.00%
12.10.2021|87.170|87.170|87.170|87.170|-0.01%
13.10.2021|87.180|87.180|87.180|87.180|0.01%
14.10.2021|87.180|87.180|87.180|87.180|0.00%
15.10.2021|84.220|84.220|84.220|84.220|-3.40%
18.10.2021|84.210|84.210|84.210|84.210|-0.01%
19.10.2021|84.230|84.230|84.230|84.230|0.02%
20.10.2021|83.240|83.240|83.240|83.240|-1.18%
21.10.2021|83.240|83.240|83.240|83.240|0.00%
22.10.2021|83.240|83.240|83.240|83.240|0.00%
25.10.2021|83.240|83.240|83.240|83.240|0.00%
26.10.2021|81.270|81.270|81.270|81.270|-2.37%
27.10.2021|81.260|81.260|81.260|81.260|-0.01%
28.10.2021|81.250|81.250|81.250|81.250|-0.01%
29.10.2021|81.270|81.270|81.270|81.270|0.02%
